age,gender,height_cm,weight_kg,workout_days_per_week,daily_calories,protein_intake_g,daily_steps,bmr,tdee,weekly_fat_loss_kg
57,male,168.4,79.2,1,2460,168.7,11014,1564.12,2451.37,0.0067
56,female,166.6,81.6,4,2391,117.7,8710,1416.2,2380.62,-0.0255
23,male,181.7,80.0,3,2008,112.9,6546,1825.49,2906.81,0.8138
23,male,175.0,81.0,6,2579,150.5,8449,1793.63,3266.46,0.6411
20,male,173.7,75.6,6,2178,115.8,8226,1746.39,3173.82,0.9663
24,male,181.5,87.6,4,2404,180.8,9348,1895.5,3155.43,0.6766
25,female,166.7,76.1,4,1699,122.8,7400,1516.47,2470.54,0.7546
59,female,172.1,61.5,7,1771,112.8,10090,1234.76,2600.54,0.6952
32,male,185.1,90.8,3,1767,145.1,9561,1910.34,3189.08,1.2968
64,male,171.3,74.0,5,1970,144.1,7706,1495.54,2715.11,0.6677
46,female,167.5,65.2,7,2021,98.8,7201,1307.6,2594.49,0.5054
50,female,158.0,67.6,2,2113,96.2,9799,1252.43,1962.04,-0.1179
47,female,162.1,57.7,1,2691,83.8,5716,1194.85,1678.72,-0.5
56,male,173.5,68.1,1,2252,160.2,3733,1489.85,2048.54,-0.2461
44,male,185.5,84.6,5,1820,130.5,3719,1790.6,3088.78,1.1059
53,female,162.4,74.9,0,1999,157.9,5509,1337.83,1630.84,-0.3129
46,male,164.3,76.4,7,2527,112.1,9149,1565.91,3182.68,0.5472
55,female,145.6,65.5,5,2274,98.9,6443,1129.46,2020.47,-0.2077
50,male,168.6,70.3,0,2522,134.2,8011,1511.92,1964.86,-0.4963
54,female,161.5,72.2,0,1831,134.7,6261,1300.58,1623.74,-0.1936
44,male,186.3,80.4,5,1751,189.0,6281,1753.22,3088.36,1.2134
50,female,165.4,61.4,1,1756,144.0,4936,1236.86,1700.68,-0.0349
21,male,184.5,76.8,2,1859,167.5,7270,1821.58,2618.17,0.6546
39,female,169.4,83.3,1,1628,166.9,7062,1536.23,2215.41,0.5354
19,male,183.8,95.4,6,2103,177.0,8531,2012.56,3648.22,1.3703
27,female,161.7,78.0,1,2109,136.9,8219,1494.22,2215.51,0.1014
22,female,170.2,88.9,1,2469,208.7,7007,1681.74,2412.74,-0.0314
27,female,159.7,72.5,7,1384,145.3,3734,1427.26,2711.8,1.2122
50,female,164.0,87.7,5,1670,173.6,10176,1490.94,2830.67,1.0738
55,female,166.4,91.3,5,2282,149.0,7287,1517.46,2731.98,0.3881
30,female,167.7,61.6,6,2064,89.1,7699,1353.19,2469.2,0.3663
48,male,173.1,79.7,6,2016,186.9,11501,1643.84,3160.68,1.0338
64,female,161.0,73.1,7,2442,125.3,9770,1256.71,2626.25,0.1581
53,male,178.1,76.8,5,1647,141.4,8616,1620.8,2976.68,1.1852
62,male,175.6,82.9,1,1745,125.6,7494,1621.57,2354.35,0.5411
41,male,180.9,81.7,2,1704,182.9,7470,1748.22,2527.3,0.7153
32,male,166.7,69.1,0,1295,98.7,8100,1578.24,2048.88,0.6341
46,female,174.6,78.4,4,2046,175.1,8517,1484.25,2476.44,0.3698
25,female,158.5,81.0,0,1817,124.7,11778,1514.76,2156.61,0.3275
22,female,170.7,78.3,6,1743,179.0,13683,1579.16,3158.21,1.2931
46,male,181.8,86.8,6,1680,185.0,8225,1779.97,3231.69,1.3727
64,male,188.2,82.5,0,1994,129.0,2116,1685.79,2022.95,0.0143
21,male,176.5,83.1,4,1721,163.3,5120,1833.94,2848.6,1.0463
29,male,172.4,67.9,1,2078,116.3,12028,1616.87,2574.59,0.4384
62,male,185.3,79.4,2,2161,125.3,9296,1647.28,2479.81,0.2476
19,male,185.2,82.5,2,1897,186.4,8565,1892.66,2780.66,0.8712
44,male,180.9,71.2,0,1873,128.4,7082,1627.65,2057.29,0.1624
48,female,173.0,71.2,4,2065,128.1,4527,1392.21,2157.93,0.0496
53,female,157.7,73.5,7,1990,115.3,11694,1294.27,2793.81,0.736
53,female,147.5,67.4,6,2466,120.2,5441,1169.68,2039.75,-0.3897
43,female,163.4,80.0,3,2111,181.6,9323,1444.61,2455.3,0.2664
60,female,168.7,71.1,1,2383,125.4,4248,1304.45,1793.62,-0.4972
44,male,167.8,76.0,7,2214,178.7,6961,1593.65,3125.99,0.8589
22,female,168.1,70.3,0,1539,164.9,9982,1482.19,2027.73,0.4377
37,female,156.8,76.2,2,1805,117.7,6875,1395.92,2013.15,0.1278
28,male,169.8,86.0,6,1983,135.6,6578,1786.11,3159.93,1.08
27,male,168.6,79.7,7,2304,180.4,7526,1720.66,3395.56,1.0105
57,female,155.9,78.6,7,2675,141.0,4159,1314.55,2497.65,-0.1786
55,male,174.2,78.7,5,1831,110.5,3689,1605.42,2769.35,0.8361
23,female,170.3,83.1,5,2019,139.1,9285,1619.06,3007.13,0.9657
25,female,165.8,75.2,4,2280,150.3,6444,1502.85,2401.62,0.0908
40,male,180.3,72.9,4,1980,160.4,9266,1661.4,2788.47,0.7015
64,male,180.7,83.3,0,2575,127.7,10295,1646.85,2240.97,-0.3033
43,male,186.3,75.9,7,1528,114.6,10496,1713.27,3530.02,1.5
63,male,182.9,101.0,3,2237,234.6,3447,1843.58,2857.55,0.5798
60,male,180.5,78.6,2,2234,169.0,5755,1618.63,2263.37,-0.0472
29,female,159.6,77.0,0,2403,153.1,8843,1461.0,1945.35,-0.4361
43,male,198.4,89.2,3,2022,193.5,8882,1922.17,3173.46,1.0816
30,male,169.3,66.3,6,2312,121.3,13123,1576.05,3124.83,0.7487
57,male,174.8,63.5,4,1913,137.0,5230,1447.35,2254.89,0.2739
35,female,153.1,74.9,5,1720,132.7,10420,1370.03,2634.3,0.8689
42,male,180.8,93.7,1,1668,154.1,8430,1862.24,2732.08,0.9959
50,male,178.1,74.2,7,1496,158.1,3399,1610.34,3059.64,1.413
64,female,162.5,59.9,6,1846,108.9,6130,1133.09,2011.07,0.1769
57,female,168.1,73.1,5,2109,174.0,8156,1335.28,2461.16,0.3801
60,male,184.8,75.7,2,1927,132.4,3239,1616.53,2222.72,0.2371
29,female,163.6,68.4,2,2069,158.8,2315,1400.48,1925.66,-0.1139
61,male,176.0,84.1,5,2432,196.1,3096,1640.37,2829.63,0.4209
53,male,183.5,82.2,6,1819,134.9,8147,1708.81,3105.05,1.1888
21,male,178.8,73.8,5,2819,162.3,6288,1756.05,3093.59,0.2269
22,male,179.3,85.4,3,2264,156.6,5950,1869.81,2945.7,0.6266
54,female,161.5,78.0,0,1931,180.8,6035,1358.37,1681.8,-0.1855
25,male,180.0,78.3,4,1923,144.9,3939,1788.05,2771.48,0.7407
59,male,174.6,79.7,3,1647,170.9,6358,1598.11,2544.98,0.8153
45,female,156.0,74.4,1,1991,138.8,2949,1332.58,1832.3,-0.1516
48,female,166.1,78.2,5,1243,127.2,10469,1418.91,2721.08,1.3244
26,male,170.7,77.2,1,2440,123.4,11730,1713.61,2692.71,0.2374
46,female,151.7,79.7,1,1200,145.6,1684,1354.81,1862.86,0.5996
31,male,179.0,85.2,3,2015,183.7,6327,1821.09,2889.03,0.8142
57,female,168.3,72.1,4,1600,144.6,6489,1326.97,2131.26,0.5176
58,female,166.5,71.4,6,1755,149.1,7063,1303.64,2351.94,0.5049
39,female,162.5,68.7,2,1800,115.5,10003,1346.19,2101.16,0.276
28,male,175.7,84.1,0,2674,158.3,6334,1804.59,2232.21,-0.4032
40,male,173.6,73.1,7,1614,105.6,7279,1621.46,3194.73,1.4433
18,male,179.4,77.3,2,2320,171.5,14947,1809.57,2985.51,0.6046
63,male,179.2,89.1,4,2406,212.9,7221,1700.6,2746.98,0.2804
54,male,172.3,79.1,7,1200,142.9,11915,1602.94,3391.34,1.5
38,female,158.8,81.0,2,1785,114.3,8754,1451.67,2183.75,0.4193
43,male,172.4,84.0,5,2520,131.8,6115,1706.96,3000.26,0.4534
63,male,172.1,68.0,5,1540,139.6,5698,1445.57,2528.52,0.9167
53,female,156.1,69.4,3,2419,139.7,7481,1243.89,2052.08,-0.33
40,male,175.4,86.8,1,1994,190.0,4683,1769.57,2433.16,0.4285
18,female,171.7,67.5,7,1979,111.7,5340,1497.52,2862.29,0.73
57,male,173.8,81.5,4,2024,176.4,6442,1621.5,2585.42,0.51
32,male,172.7,77.4,4,2120,161.6,8233,1698.51,2794.33,0.5959
38,male,184.4,68.9,2,1666,118.7,12064,1656.52,2630.92,0.882
64,male,169.9,77.4,3,1909,150.6,6287,1520.95,2421.82,0.4991
26,female,165.3,67.7,2,2130,104.7,8653,1418.73,2133.41,0.0039
26,male,174.3,69.1,2,2062,128.0,3430,1655.63,2276.49,0.1843
27,female,172.0,77.5,4,2122,176.8,10150,1554.25,2666.59,0.4528
43,male,186.6,68.5,2,1748,124.8,3195,1641.32,2256.81,0.4589
58,male,169.0,70.7,1,2221,158.3,9495,1478.13,2257.18,0.0528
52,female,150.7,88.2,2,2044,175.5,7297,1402.61,2043.43,-0.026
42,male,179.3,85.9,7,1447,136.7,7198,1774.76,3481.94,1.4399
43,female,154.5,62.5,1,1814,123.8,6749,1214.64,1757.58,0.0169
28,female,163.5,84.8,4,1687,161.7,4246,1569.4,2432.57,0.6882
55,female,159.9,64.0,3,1682,115.1,4379,1203.22,1865.0,0.1597
19,female,166.0,70.3,5,1833,106.8,9591,1484.65,2790.57,0.912
24,male,186.5,74.7,7,2215,135.7,7529,1797.58,3541.86,1.2107
35,male,179.0,82.6,1,1781,121.6,6731,1774.47,2526.45,0.718
44,male,178.7,91.3,3,2079,136.9,8608,1815.03,2993.7,0.8691
51,female,174.6,70.6,3,2021,128.2,7753,1380.97,2278.16,0.1952
44,female,165.7,58.1,1,1727,99.0,5517,1235.02,1724.01,0.0108
34,male,177.1,88.4,4,1879,205.7,13652,1826.38,3263.5,1.3101
60,female,166.3,87.3,0,2303,155.0,9351,1451.08,1958.85,-0.3426
61,male,182.5,66.2,3,2052,142.7,7817,1501.94,2468.86,0.349
41,female,163.0,77.0,3,2192,148.7,6215,1423.35,2266.94,0.0435
42,male,176.8,81.4,4,2445,171.2,9881,1714.01,2900.77,0.4407
24,female,170.1,70.2,4,2152,116.6,5531,1484.57,2327.63,0.168
23,female,157.8,59.9,2,1328,140.2,5320,1309.31,1816.3,0.3861
41,male,168.7,83.8,4,2095,161.8,11733,1692.85,2960.57,0.7974
50,male,160.7,73.8,3,1784,164.6,7576,1497.35,2449.69,0.5979
46,male,180.8,83.4,1,2634,147.2,5591,1738.88,2420.51,-0.1971
60,male,188.5,79.8,0,2140,119.8,7514,1681.51,2143.51,-0.0217
